name,excerpt,description,inspiration_id,created_at,updated_at,question,factor,code
Support requests in meetings,Facilitate giving and receiving support,"Give employees an easy way to highlight a need for support. One team has a space in their meeting notes for individuals to request support. Support includes sharing workload, sharing expertise, or simply making internal referrals. Not only does this help employees manage their workload, it also increases visibility on what team members are focused on.",c43f038b-c1cf-4204-a2f1-c1e6aa86f587,2017-08-17T11:07:32.193396,2018-01-25T04:20:46.039625,Workloads are divided fairly among team members,,TEA-FOCU-3
Do thing X by time Y or call,Clarify responsibilites during meetings,End each team meeting with the phrase “do thing X by time Y or call” to create stronger accountability. More often than not a failure to follow through on commitments is driven by a lack of clarity around the commitment. It is easy to get excited about a new project in a team meeting and vaguely commit tasks. Once team members leave the meeting room that initial energy has to be harnessed and directed into great work. Ensuring that everyone knows what they are responsible for before they leave the meeting is a great place to start.,a4ce90a7-0481-4079-bbcc-4bf57e9ffe78,2018-10-25T04:42:27.066979,2018-10-25T04:42:27.083176,We regularly check in on how we are progressing towards our goals,,TEA-FOCU-4
Standup meetings,Start your day with a standup meeting,"Daily standup meetings allow team members share progress and surface any blocking issues. Atlassian's play suggests standing up in a circle near your desks to encourage getting the meeting done quickly. Ask each member to share their progress since last standup, their plan for the day and any blockers. Take any major discussions offline and wrap up the meeting swiftly. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/standups).",1fe49326-c5da-4e26-a988-2182668d47d8,2018-10-25T04:42:26.563352,2018-10-25T04:42:26.574417,We regularly check in on how we are progressing towards our goals,,TEA-FOCU-4
Objectives and key results,Align your team with an ambitious mission,Creating OKRs (objectives and key results) can help with the entire goal lifecycle. Setting your Objective helps you define your stretch goal and align the whole team around that. Defining your Key Results ensures everyone has the same idea of what success looks like. Checking in monthly on those key results ensures you're tracking progress.,31bc9959-1db7-4efc-aafc-b7fe049ed606,2018-10-25T04:42:26.543193,2018-10-25T04:42:26.558970,We regularly check in on how we are progressing towards our goals,,TEA-FOCU-4
Project retrospectives,Reflect on past successes and areas for improvement,Encourage everyone to embrace an improvement mindset. Hold a retrospective session. Have ‘what went well’ and ‘what needs improvement’ up on a whiteboard. Ask team members to put up sticky notes on the board with one thing that went well on each sticky note. For the next ten minutes ask the team to put up sticky notes with what needs improvement – reminding them to focus on actions and outcomes. Spend the next 5 minutes brainstorming actions and assigning owners. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/retrospective).,1eba6a99-f968-4ed7-b86a-aa44c33bd2e3,2018-10-25T04:42:26.502017,2018-10-25T04:42:26.543077,We regularly check in on how we are progressing towards our goals,,TEA-FOCU-4
Tracking key results,Tracking progress against key results,"Track progress toward quarterly commitments. One organization has clear organization-wide objectives and each team takes responsibility for tracking against specific key results. Weekly individual team meetings include a review of progress on the quarterly commitment. This method ensures both alignment across the organization and clear accountability for teams and individuals to help meet overall objectives. To further encourage accountability, each all hands meeting includes a quick review of the organization's objectives and progress.",1c0603cb-1eff-46a0-883c-93e69a5490eb,2017-08-17T11:07:04.261127,2018-01-25T04:20:46.008570,We regularly check in on how we are progressing towards our goals,,TEA-FOCU-4
Go-to badges,Increase knowledge sharing,"Increase knowledge sharing by highlighting peoples' expertise. The organization that came up with this idea nominates individuals to 'wear' badges on their desks with topics they know a lot about. Each employee is encouraged to have at least two work-related badges (examples include 'brand marketing' and 'Ruby on Rails') and a personal badge (anything from 'woodworking' to 'raising twins'). As a result, informal knowledge-sharing has increased and people have learned new things about their colleagues.",21224bfa-857e-41dd-896a-86603cc12e13,2017-08-17T11:01:58.435342,2018-01-25T04:20:45.792018,My expertise is well utilized on this team,,TEA-KNOW-1
Employee-driven education,Enable employees to educate each other,"Give employees an opportunity to learn from each other. Create a learning and development program where employees teach classes and workshops that range from extracurricular skills to skills that are essential to their roles. This allows employees to share their skills and interests with others in the organization and fosters collaboration. Additionally, employees feel that their unique skills are better utilised and appreciated.",daa857bd-3a55-42e9-bc80-13a05cdda9ec,2018-10-25T04:42:26.598702,2018-10-25T04:42:26.608952,My expertise is well utilized on this team,,TEA-KNOW-1
Cover all bases,Include expertise in your team charter,"Many teams have a team charter outlining their mission and objectives, composition and roles, authority and boundaries, resources and support, operations and negotiation and agreement. An addition to the team charter which can assist in ensuring everyone’s skills are utilised is to include the expertise of each team member. Include strengths and expertise in your team charter so everyone knows your most relevant expertise for each project. This will also help the team to determine if someone else is needed on the team to make sure its goals can be accomplished.",53c0efb5-8430-4a34-a8f6-d6e27d86b519,2018-10-25T04:42:26.580828,2018-10-25T04:42:26.596148,My expertise is well utilized on this team,,TEA-KNOW-1
Go-to badges,Increase knowledge sharing,"Increase knowledge sharing by highlighting peoples' expertise. The organization that came up with this idea nominates individuals to 'wear' badges on their desks with topics they know a lot about. Each employee is encouraged to have at least two work-related badges (examples include 'brand marketing' and 'Ruby on Rails') and a personal badge (anything from 'woodworking' to 'raising twins'). As a result, informal knowledge-sharing has increased and people have learned new things about their colleagues.",21224bfa-857e-41dd-896a-86603cc12e13,2017-08-17T11:01:58.435342,2018-01-25T04:20:45.792018,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Designated Learner,Create a role to nurture learning,"Have a designated learner in each work team or project. This person is responsible for executing some tasks, but their main role is to create a written history of challenges, decisions and outcomes. It’s a great learning experience for the individual and they will collect a rich record of experimental data and learnings for the whole team or organisation. This Action was created in collaboration with [VegaFactor.](http://www.vegafactor.com/#intro) ",618047ec-4d53-47a8-b8fe-658e0823cfa4,2018-09-20T03:32:06.605419,2018-09-20T03:32:06.616930,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Team office hours,Assign time for collaboration,Team members are often hesitant to collaborate with their colleagues when they fear they are interrupting each others’ workflow. Encourage greater sharing by establishing team office hours. Set a time each day (e.g. 11am - 3pm) where any team member can bring a problem they're working through to another team member and work through it.,8c11fab6-5e37-4e15-b435-0bd694164ad6,2018-10-25T04:42:26.615349,2018-10-25T04:42:26.626132,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Employee-driven education,Enable employees to educate each other,"Give employees an opportunity to learn from each other. Create a learning and development program where employees teach classes and workshops that range from extracurricular skills to skills that are essential to their roles. This allows employees to share their skills and interests with others in the organization and fosters collaboration. Additionally, employees feel that their unique skills are better utilised and appreciated.",daa857bd-3a55-42e9-bc80-13a05cdda9ec,2018-10-25T04:42:26.598702,2018-10-25T04:42:26.608952,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Cover all bases,Include expertise in your team charter,"Many teams have a team charter outlining their mission and objectives, composition and roles, authority and boundaries, resources and support, operations and negotiation and agreement. An addition to the team charter which can assist in ensuring everyone’s skills are utilised is to include the expertise of each team member. Include strengths and expertise in your team charter so everyone knows your most relevant expertise for each project. This will also help the team to determine if someone else is needed on the team to make sure its goals can be accomplished.",53c0efb5-8430-4a34-a8f6-d6e27d86b519,2018-10-25T04:42:26.580828,2018-10-25T04:42:26.596148,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Project retrospectives,Reflect on past successes and areas for improvement,Encourage everyone to embrace an improvement mindset. Hold a retrospective session. Have ‘what went well’ and ‘what needs improvement’ up on a whiteboard. Ask team members to put up sticky notes on the board with one thing that went well on each sticky note. For the next ten minutes ask the team to put up sticky notes with what needs improvement – reminding them to focus on actions and outcomes. Spend the next 5 minutes brainstorming actions and assigning owners. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/retrospective).,1eba6a99-f968-4ed7-b86a-aa44c33bd2e3,2018-10-25T04:42:26.502017,2018-10-25T04:42:26.543077,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Skills sessions,Employee skills sharing sessions,Hold brown-bag employee skill sharing sessions. One company has created a program for employees to present and teach skills to interested employees in other departments. This program takes the form of brown bag/lunch and learn sessions as well as more formal presentations. These sessions are optional and recorded to create a comprehensive library of past skills sessions that can be accessed by all employees for viewing at any time. This leverages the skills that are already present within the organization.,36f86eea-f614-4ef6-8abf-5b277eb76b2f,2017-08-17T11:05:13.481185,2018-01-25T04:20:45.933701,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Celebrate New Learning,Acknowledge team members who share lessons learned,Acknowledge team members who share the most lessons learned (successes and failures) from trying new ways of working. Strive to do this on a monthly basis in your weekly stand-up meetings.,931d7762-9fa4-4a3f-85e3-f8bf75f8f903,2018-02-22T22:31:11.857497,2018-02-22T22:31:11.865521,Team members readily share their knowledge and lessons learned,,TEA-KNOW-2
Decision making due dates,Increasing the speed of decision making,"Make decisions more efficiently by setting deadlines for all major decisions. Map these out at the beginning of each quarter as part of your team’s goal-setting. Deadlines force more efficient decision-making and less reliance on consensus. To facilitate transparency and close the loop on deadlines being met, post decisions publicly - including the outcome. This transparency and clarity will increase the team’s satisfaction with the process for making decisions.",781f3d87-7505-4f8e-8f98-afda3829edb3,2018-10-25T04:42:27.283133,2018-10-25T04:42:27.294666,I believe we can successfully accomplish our team goals,,TEA-KNOW-3
Trade-offs exercise,Evaluate team priorities,"Evaluate team priorities using a trade-offs exercise. Atlassian’s Trade-Off Sliders play helps your team understand what’s achievable with your given time and resources. On a whiteboard put up a list of vectors for trade-off analysis. They usually include scope, timing and budget, but also consider usability, quality, delight and anything else important to your team. Ask each team member to write down where they’d rate each vector (a scale of 0 for least negotiable to 10 for most negotiable might be useful here). Review the scales one by one, discussing as you go to reach consensus. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/trade-off-sliders).",7ac8a1ba-0b86-4c72-b4dc-2c1d6e6a4a99,2018-10-25T04:42:26.675560,2018-10-25T04:42:26.691728,I believe we can successfully accomplish our team goals,,TEA-KNOW-3
SWOT Analysis,"Analyse strengths, weakness, opportunities and threats","Use a SWOT (Strengths, Weaknesses, Opportunities Threats) analysis before commencing a project. Ask team members to brainstorm strengths – one on each postit note and then stick them up, grouping as they go. Repeat for Weaknesses, Opportunities and Threats. Then create an action plan to avoid threats, mitigate weaknesses and take advantage of strengths and opportunities.",906b8ff9-f42c-448a-afa0-581c164577cd,2018-10-25T04:42:26.657797,2018-10-25T04:42:26.668765,I believe we can successfully accomplish our team goals,,TEA-KNOW-3
Premortem,Run a premortem on your next project,"Atlassian's premortem play suggests asking the team to prepare for the premortem by considering what could cause project success or failure. Split the group into the failure team and success team. The failure team brainstorms on postit notes warning signs, and catastrophic outcomes and then groups them on a whiteboard. The success team brainstorms unexpected ways you could succeed, or how the goal was overshot. A member from each team summarises themes. Vote on the top three risks and opportunities and identify approaches to mitigate major risks and take advantage of key opportunities. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/pre-mortem).",5e34035e-c9a7-4f3d-9515-9491dea9501d,2018-10-25T04:42:26.632949,2018-10-25T04:42:26.655857,I believe we can successfully accomplish our team goals,,TEA-KNOW-3
Growth mindset evaluation,Update team processes with a growth mindset in mind,"To encourage team members to admit mistakes, ensure your shared documents reflect a growth mindset. Creating a culture that values sharing and learning from mistakes, individual growth and learning (as opposed to identifying who is naturally smart and who is fixed at a certain capability). This reduces stereotypes and improves trust. Messages that signal that intelligence or capability is fixed can lead people to view mistakes and setbacks as evidence that they cannot succeed.",0615d150-42a6-4142-8c2e-8b9eb120f1a2,2018-10-25T04:42:26.710391,2018-10-25T04:42:26.747701,"If someone makes a mistake, they admit it to the team",,TEA-OPEN-1
Celebrating failure,Sharing learning from failures big and small,"Share learnings between team members, even if the learning is that a project or idea failed. You could create an internal communications channel labeled something like “Yay we failed” or “Yay we learned” and encourage employees to send out announcements when they make mistakes. The announcements can detail what happened and why they think it happened to share learnings across the organization. Every year, the person with the most surprising failure could receive a fitting prize – like a three-armed sweater - as an award.",88e5812e-56f9-4a8b-9518-5c896c5cc226,2018-10-25T04:42:26.692804,2018-10-25T04:42:26.707994,"If someone makes a mistake, they admit it to the team",,TEA-OPEN-1
Wall of Failures,Encourage learning from failures through sharing,"Construct a wall of failures with your team to celebrate learning from failures. On the wall, post a short description of the failure you experienced, but also write down what your learning was for that shortcoming. The leader of the team can encourage others by regularly documenting failures to show that downfalls don't always result in penalties but are a good opportunity to step back and learn.",994dfabb-d49d-4072-b8ae-f6604f6567c3,2018-02-22T22:31:21.639094,2018-02-22T22:31:21.644595,"If someone makes a mistake, they admit it to the team",,TEA-OPEN-1
Guests at executive meetings,Invite non-executives to executive meetings,"Invite colleagues to executive meetings as guests, especially when their ideas are being presented for consideration, or decisions they are interested in are being made. This helps address the common situations where ideas fall into limbo or decision-making is not fully understood. It’s also a valuable development opportunity. Seeing senior executives respond to their ideas, or even being able to present and defend their ideas in person closes the performance cycle and immediately highlights how their work is moving the organization forward. This Action was created in collaboration with [VegaFactor.](http://www.vegafactor.com/#intro)",9aa70cd4-92e0-4304-bdec-07d66a416eb9,2018-09-05T06:36:43.925290,2018-09-05T06:36:43.947553,"When I contribute ideas and thoughts, I believe my opinion is valued",,TEA-OPEN-2
Virtual suggestion box,Create a virtual suggestion box,"Amazon’s internal website for employees features a virtual idea box. Just like the age-old suggestion box, this gives employees an easily accessible place to submit ideas big and small when they come to mind. This was the place one of their greatest innovations was submitted, by software engineer Charlie Ward. He simply suggested there should be free shipping, an idea which was later developed into the highly successful Prime program. To ensure that the suggestion box doesn’t become a trash can for ideas, encourage employees to include the “why” and the “how” for the ideas. Additionally, ensure that those reviewing the box are willing to ask “why not” rather than “why”.",60f7e209-156d-4797-852c-36845313e709,2018-10-25T04:42:26.748633,2018-10-25T04:42:26.763954,"When I contribute ideas and thoughts, I believe my opinion is valued",,TEA-OPEN-2
The three second rule,Wait three seconds before sharing feedback,"The formula for trust is: trust = consistency + time. In important conversations, consider using a three second rule. Wait three seconds after a person has finished speaking before sharing your thoughts. Rapidly firing back an opinion without any indication that you have heard or considered an idea can stifle honest communication. You will need to consistently maintain this practice before you begin to notice a change. Over time team members will feel more comfortable to openly share their thoughts.",928a1c13-b779-4ce2-b541-0719b4125af0,2018-10-25T04:42:26.364922,2018-10-25T04:42:26.382432,"When I contribute ideas and thoughts, I believe my opinion is valued",,TEA-OPEN-2
Provide equal time,Ensure choices and stakeholders are given equal time,"Once you understand how many points of view are to be presented, keep time for presentation of each before making a decision. Bias can occur when more time is spent discussing a particular option, or when one person is given more time than others to share their opinion. Decisions will be perceived as fairer if equal time is given to discuss each point of view.",132b5de2-39c6-47ce-9f04-1565ff80d09d,2018-09-05T06:36:36.944162,2018-09-05T06:36:36.962953,"When I contribute ideas and thoughts, I believe my opinion is valued",,TEA-OPEN-2
Mindmapping,Explore different facets of a problem with a mindmap,"Atlassian’s Mindmapping play aims to open up thinking. First, frame your question broadly – i.e. how might we X. Write it in the middle of the whiteboard then write down any thoughts that spring to mind (even if it isn’t an answer) around the question. Once you’ve got an initial set of thoughts, branch off more ideas from each thought. Then highlight the ones that resonate most, and take the ones that have promise and start planning. If you haven’t found winners, take a snap of the board and share it with team members who can help you work through them. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/mind-mapping).",000e9320-10f4-411c-8982-d2f0695d242a,2018-10-25T04:42:26.794976,2018-10-25T04:42:26.813376,Team members encourage each other to share their unpolished thoughts and ideas,,TEA-OPEN-3
Disrupt sessions,Disrupt to generate unconventional solutions,Use disrupt cards during brainstorming to encourage innovative thinking. An example is “what if you only had 10% of the time you had planned to complete the project?”. This is a great way to encourage team members to share their unpolished thoughts and ideas by deliberately disrupting their neural pathways. Atlassian’s disrupt play includes a series of disrupt cards that can be used in brainstorming sessions to force participants to come up with creative unconventional solutions. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/disrupt).,583dd936-c9a9-4736-b0e4-40fc441ef375,2018-10-25T04:42:26.766210,2018-10-25T04:42:26.782365,Team members encourage each other to share their unpolished thoughts and ideas,,TEA-OPEN-3
Virtual suggestion box,Create a virtual suggestion box,"Amazon’s internal website for employees features a virtual idea box. Just like the age-old suggestion box, this gives employees an easily accessible place to submit ideas big and small when they come to mind. This was the place one of their greatest innovations was submitted, by software engineer Charlie Ward. He simply suggested there should be free shipping, an idea which was later developed into the highly successful Prime program. To ensure that the suggestion box doesn’t become a trash can for ideas, encourage employees to include the “why” and the “how” for the ideas. Additionally, ensure that those reviewing the box are willing to ask “why not” rather than “why”.",60f7e209-156d-4797-852c-36845313e709,2018-10-25T04:42:26.748633,2018-10-25T04:42:26.763954,Team members encourage each other to share their unpolished thoughts and ideas,,TEA-OPEN-3
Team mission development,Develop a mission statement for your team,"There is no better way to bring a team back to a shared goal than a clearly articulated mission statement. Of course, by itself, a mission statement doesn’t mean much. It’s just words on a page. But if it’s developed and supported by the team who adopts it, that’s something else. As a team, try to develop your very own mission statement. Just remember to make it short. Many of the best mission statements have fewer than 10 words.",b8f8c044-4d2e-4779-a1bc-8d97d44bf79e,2018-10-25T04:42:26.815752,2018-10-25T04:42:26.826383,Our team goals are well aligned with the company goals,,TEA-ORGA-1
Trade-offs exercise,Evaluate team priorities,"Evaluate team priorities using a trade-offs exercise. Atlassian’s Trade-Off Sliders play helps your team understand what’s achievable with your given time and resources. On a whiteboard put up a list of vectors for trade-off analysis. They usually include scope, timing and budget, but also consider usability, quality, delight and anything else important to your team. Ask each team member to write down where they’d rate each vector (a scale of 0 for least negotiable to 10 for most negotiable might be useful here). Review the scales one by one, discussing as you go to reach consensus. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/trade-off-sliders).",7ac8a1ba-0b86-4c72-b4dc-2c1d6e6a4a99,2018-10-25T04:42:26.675560,2018-10-25T04:42:26.691728,Our team goals are well aligned with the company goals,,TEA-ORGA-1
Encourage strategic thinking,Offer prompts for strategic thinking rather than solutions,"When approaching a project or task, encourage the team to think more strategically. Ask them to outline what’s trying to be achieved and why, who it might impact, the possible solutions and impacts. Encourage diversity of thought by asking the team to brainstorm solutions, rather than providing solutions to them. You can do this by setting up process improvement sessions, or keeping a list of everyday problems to be solved and setting aside half a day once a month to work through these.",bb6feedf-58be-4baf-b709-ba0919a1bdb1,2018-06-08T02:20:56.422654,2018-06-08T02:20:56.429595,Our team goals are well aligned with the company goals,,TEA-ORGA-1
Prioritization matrix,Focus on easy high-impact objectives,"A Prioritization Matrix compares the merits of competing team objectives. You can do this by brainstorming all of your team’s objectives and then mapping them onto a matrix according to their impact and do-ability. First brainstorm all of the potential actions, then evaluate each as a team on their impact and do-ability. Once you’re in agreement, plot them on a matrix with Impact on the vertical axis from low – high and do-ability on the horizontal axis from hard – easy. Actions that sit in the top right (high-impact and easy) should be considered to be priorities.",33fcedc3-879a-42da-9721-13640f4fac06,2018-10-25T04:42:26.847558,2018-10-25T04:42:26.863929,Our team goals are well aligned with the company goals,,TEA-ORGA-1
Skip level meetings,Fostering open communication,"Skip level meetings are a great way to connect individual team members’ work with the broader vision of the organisation. Setup regular skip level meetings, where directors skip their direct report and meet with their team one-on-one with individual contributors. The manager who reports to the director is not involved in these meetings. This fosters an open environment where employees feel included in important decisions. The directors have an opportunity to ensure that the mission and objectives of the team are clear and that the team is being fully enabled by the organization to meet its objectives.",58e1ba70-5440-464f-829a-e8d9bbf88b1c,2018-10-25T04:42:26.866333,2018-10-25T04:42:26.880545,%ACCOUNT_NAME% recognizes and celebrates our team's achievements,,TEA-ORGA-2
Team-level awards,"Recognize teams as a group, not individuals","Encourage teamwork by recognizing team effort above individual effort. One company awards teams that surpass business objectives, or come up with the most creative solution to difficult business problems. The awards are presented in public forums and are associated with a clear description of what the team achieved and how they worked together to achieve it. Recognizing the team as a whole incentivizes collaboration and effective teamwork.",a4bf8897-26fc-40d0-ae76-2f9c8e72790a,2017-08-17T11:06:44.314163,2018-01-25T04:20:46.004349,%ACCOUNT_NAME% recognizes and celebrates our team's achievements,,TEA-ORGA-2
Encourage strategic thinking,Offer prompts for strategic thinking rather than solutions,"When approaching a project or task, encourage the team to think more strategically. Ask them to outline what’s trying to be achieved and why, who it might impact, the possible solutions and impacts. Encourage diversity of thought by asking the team to brainstorm solutions, rather than providing solutions to them. You can do this by setting up process improvement sessions, or keeping a list of everyday problems to be solved and setting aside half a day once a month to work through these.",bb6feedf-58be-4baf-b709-ba0919a1bdb1,2018-06-08T02:20:56.422654,2018-06-08T02:20:56.429595,%ACCOUNT_NAME% recognizes and celebrates our team's achievements,,TEA-ORGA-2
Recognizing progress,Recognize progress publicly,"Recognize support in achieving key business objectives through a simple public notice system. With the help of your employees, determine several business objectives that could be met by each employee this quarter. Utilize a public display (an office whiteboard, bulletin board or intranet site) where you add stars or some marker of success for each employee (and the group as a whole) when they hit their objectives.",2d7030d8-89ad-4c91-acda-798a866186da,2017-08-17T11:02:55.037237,2018-01-25T04:20:45.870212,%ACCOUNT_NAME% recognizes and celebrates our team's achievements,,TEA-ORGA-2
Wow! Wall,Develop a physical space to recognize your exceptional employees,Develop a physical space where you can recognize people. One company has a Wow! Wall where people can post stories when coworkers have gone above and beyond. The wall is in a high-traffic area so everyone can casually pass by and read about the great work of their colleagues.,5980ce2c-a789-4ce5-a55c-d92a5d1ab9c7,2017-08-17T11:03:18.955911,2018-01-25T04:20:45.890377,%ACCOUNT_NAME% recognizes and celebrates our team's achievements,,TEA-ORGA-2
Customer wins,Highlight impact on customers,Share the value that customers experience from your team on a regular basis. Invite a panel of internal customers to be a part of your next team meeting. The internal customers can explain how the team helps them achieve their goals and highlight any areas for improvement in working together. This is a great way for team members to clearly see the impact of their work so that they can take pride in their contribution.,4b8d1efd-9a5f-48d6-8ef4-ef66e1a8db3e,2018-10-25T04:42:26.900911,2018-10-25T04:42:26.911882,The work our team does makes a positive difference at %ACCOUNT_NAME%,,TEA-ORGA-3
Team question for all hands,Collaborate on a key question at all hands,"Asking questions at an all hands meeting can be daunting. To encourage healthy discussion, one company launched an initiative where each team presented a question. Team discussions prior to the meeting help teams align on their focus areas and identify blockers. This also helps smaller teams have a stronger voice in the organization, allowing them to meaningfully contribute to the company as a whole.",924f8fb0-dec7-4007-a066-a01920cf37c0,2018-10-25T04:42:26.882877,2018-10-25T04:42:26.894099,The work our team does makes a positive difference at %ACCOUNT_NAME%,,TEA-ORGA-3
Skip level meetings,Fostering open communication,"Skip level meetings are a great way to connect individual team members’ work with the broader vision of the organisation. Setup regular skip level meetings, where directors skip their direct report and meet with their team one-on-one with individual contributors. The manager who reports to the director is not involved in these meetings. This fosters an open environment where employees feel included in important decisions. The directors have an opportunity to ensure that the mission and objectives of the team are clear and that the team is being fully enabled by the organization to meet its objectives.",58e1ba70-5440-464f-829a-e8d9bbf88b1c,2018-10-25T04:42:26.866333,2018-10-25T04:42:26.880545,The work our team does makes a positive difference at %ACCOUNT_NAME%,,TEA-ORGA-3
Prioritization matrix,Focus on easy high-impact objectives,"A Prioritization Matrix compares the merits of competing team objectives. You can do this by brainstorming all of your team’s objectives and then mapping them onto a matrix according to their impact and do-ability. First brainstorm all of the potential actions, then evaluate each as a team on their impact and do-ability. Once you’re in agreement, plot them on a matrix with Impact on the vertical axis from low – high and do-ability on the horizontal axis from hard – easy. Actions that sit in the top right (high-impact and easy) should be considered to be priorities.",33fcedc3-879a-42da-9721-13640f4fac06,2018-10-25T04:42:26.847558,2018-10-25T04:42:26.863929,The work our team does makes a positive difference at %ACCOUNT_NAME%,,TEA-ORGA-3
Create Shared Music Playlists,Identify playful and informal ways to connect people,"A culture of belonging can be driven from the ground up, through playful and simple acts of inclusion. Creating a shared playlist, having a list of favorite team lunch spots, or a ritual of Friday morning dance-at-your desks can create a sense of team belonging. If your music tastes aren't aligned, take turns to share favorite albums or each add a song to a shared playlist.",c7f4dc07-47d9-40b8-bf1b-7991e406481f,2018-05-29T00:57:26.452632,2018-05-29T00:57:28.295227,I feel I belong on this team,,TEA-OVER-5
Role Matrix,Identify synergies between team roles,Use a role matrix to build relationships between team members and highlight how you can contribute to each other’s success. The matrix outlines the key objects of each team member and how other team members facilitate them in achieving those objectives. You can use this exercise to kick off a project 'reboot' of an existing project if you sense relationships are going a little off-course.,482becaa-fc50-4333-990d-960a99da9139,2018-10-25T04:42:27.004729,2018-10-25T04:42:27.015422,I know how my work contributes to the team's success,,TEA-ROLE-1
Standup meetings,Start your day with a standup meeting,"Daily standup meetings allow team members share progress and surface any blocking issues. Atlassian's play suggests standing up in a circle near your desks to encourage getting the meeting done quickly. Ask each member to share their progress since last standup, their plan for the day and any blockers. Take any major discussions offline and wrap up the meeting swiftly. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/standups).",1fe49326-c5da-4e26-a988-2182668d47d8,2018-10-25T04:42:26.563352,2018-10-25T04:42:26.574417,I know how my work contributes to the team's success,,TEA-ROLE-1
Win of the week,Celebrate the wins of other teams,Celebrate the wins of others by highlighting a win each week to the whole team. The team starts their meetings by going around the table and announcing a win of the week. Each team member chooses a win from another team to share how it impacts their own team. This process of sharing key wins starts the meeting on a positive note and highlights progress towards the teams’ goals.,796dc8d7-9d36-4cdd-a67e-4d89869bfbbe,2018-10-25T04:42:26.419578,2018-10-25T04:42:26.444840,I know how my work contributes to the team's success,,TEA-ROLE-1
Sparring,Structured feedback sessions,Use Atlassian's Sparring play to encourage constructive feedback. Set aside time for the team to give feedback on a piece of work. Post the work up on the meeting walls before the group arrives and ask them to post up their feedback and questions on post-it notes in silence. Schedule a follow-up session if necessary and make it clear when the team will be able to see an iteration of the work. Discuss the feedback without brainstorming solutions. Acknowledge any feedback that you won’t likely incorporate. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/sparring).,347784f3-2846-4763-9989-57f34c2550e3,2018-10-25T04:42:26.400888,2018-10-25T04:42:26.412361,I know how my work contributes to the team's success,,TEA-ROLE-1
Role narratives,Go beyond tasks to describe the mission of each role,"Create role narratives for everyone on your team. Role narratives describe expectations of each role more broadly than a list of responsibilities, which is often seen in job descriptions. A role narrative is a simple one-page description that helps a hiring manager narrow in on and articulate the purpose of a role, as well as what success looks like in both the short term and long term. A role narrative will typically include: title, mission, 12 month vision, key outcomes and decision scope. It may also include a team mission and how the role contributes to the success of the team.",d7e4c3ca-b6a6-44b6-b85c-93f79ee664a7,2018-06-08T02:19:59.165708,2018-06-08T02:19:59.172295,I know how my work contributes to the team's success,,TEA-ROLE-1
Roles and responsibilities mapping,Try to define your teammates' roles,"Atlassian’s roles and responsibilities play describes how you can clarify team roles and responsibilities by asking each member to define somebody else’s role as well as their own. Give each team member two forms with places to fill in role name; 2 - 3 tasks; resources/support required that the person in the role currently receives; and resources/support that they aren’t receiving; and what’s getting in their way. Once everyone has completed two forms, compare notes and then create a role interaction map. This action was created in partnership with [Atlassian] (https://www.atlassian.com/team-playbook/plays/roles-and-responsibilities).",b0b5dead-af77-457f-83f1-9113faba510d,2018-10-25T04:42:27.048975,2018-10-25T04:42:27.065907,"Where necessary, we have clearly defined roles and responsibilities for each team member",,TEA-ROLE-2
Responsibility charting,Continually clarify responsibilities,"Role and responsibility charting is a method for achieving real-time consensus that clarifies who is to do what, with whom and when. Importantly, clarifing role responsibilities must be an ongoing activity. Team member’s perceptions of each other’s roles and responsibilities naturally drifts over time which creates confusion. Accordingly, it is important to bring these differences out in the open and resolve them repeatedly. A RACI matrix identifying who is Responsible, Accountable, Consulted and Informed on any given project can be helpful.",77c3c6c1-283a-4da2-a37b-7f7513c946ef,2018-10-25T04:42:27.021736,2018-10-25T04:42:27.047987,"Where necessary, we have clearly defined roles and responsibilities for each team member",,TEA-ROLE-2
